-2.990000,0.004567,0.000000,0.080926,0.132980,0.001395,0.000000,0.159463,0.501330
-2.980000,0.004705,0.000000,0.081195,0.132978,0.001441,0.000000,0.160274,0.502660
-2.970000,0.004847,0.000000,0.081463,0.132974,0.001489,0.000000,0.161087,0.503989
-2.960000,0.004993,0.000000,0.081732,0.132969,0.001538,0.000000,0.161903,0.505319
-2.950000,0.005143,0.000000,0.082001,0.132962,0.001589,0.000000,0.162722,0.506649
-2.940000,0.005296,0.000000,0.082270,0.132954,0.001641,0.000000,0.163543,0.507978
-2.930000,0.005454,0.000000,0.082539,0.132945,0.001695,0.000000,0.164367,0.509308
-2.920000,0.005616,0.000000,0.082807,0.132933,0.001750,0.000000,0.165194,0.510637
-2.910000,0.005782,0.000000,0.083076,0.132921,0.001807,0.000000,0.166023,0.511966
-2.900000,0.005953,0.000000,0.083344,0.132907,0.001866,0.000000,0.166855,0.513296
-2.890000,0.006127,0.000000,0.083613,0.132891,0.001926,0.000000,0.167690,0.514625
-2.880000,0.006307,0.000000,0.083881,0.132874,0.001988,0.000000,0.168528,0.515953
-2.870000,0.006491,0.000000,0.084150,0.132856,0.002052,0.000000,0.169368,0.517282
-2.860000,0.006679,0.000000,0.084418,0.132836,0.002118,0.000000,0.170211,0.518611
-2.850000,0.006873,0.000000,0.084686,0.132815,0.002186,0.000000,0.171056,0.519939
-2.840000,0.007071,0.000000,0.084954,0.132792,0.002256,0.000000,0.171904,0.521267
-2.830000,0.007274,0.000000,0.085223,0.132767,0.002327,0.000000,0.172755,0.522595
-2.820000,0.007483,0.000000,0.085490,0.132742,0.002401,0.000000,0.173609,0.523922
-2.810000,0.007697,0.000000,0.085758,0.132714,0.002477,0.000000,0.174465,0.525249
-2.800000,0.007915,0.000000,0.086026,0.132686,0.002555,0.000000,0.175324,0.526576
-2.790000,0.008140,0.000000,0.086294,0.132655,0.002635,0.000000,0.176186,0.527903
-2.780000,0.008370,0.000000,0.086561,0.132624,0.002718,0.000000,0.177050,0.529230
-2.770000,0.008605,0.000000,0.086828,0.132591,0.002803,0.000000,0.177917,0.530556
-2.760000,0.008846,0.000000,0.087095,0.132556,0.002890,0.000000,0.178786,0.531881
-2.750000,0.009094,0.000000,0.087362,0.132520,0.002980,0.000000,0.179659,0.533207
-2.740000,0.009347,0.000000,0.087629,0.132482,0.003072,0.000000,0.180534,0.534532
-2.730000,0.009606,0.000000,0.087896,0.132443,0.003167,0.000000,0.181411,0.535856
-2.720000,0.009871,0.000000,0.088163,0.132403,0.003264,0.000000,0.182292,0.537181
-2.710000,0.010143,0.000000,0.088429,0.132361,0.003364,0.000000,0.183175,0.538504
-2.700000,0.010421,0.000000,0.088695,0.132318,0.003467,0.000000,0.184060,0.539828
-2.690000,0.010706,0.000000,0.088961,0.132273,0.003573,0.000000,0.184948,0.541151
-2.680000,0.010997,0.000000,0.089227,0.132226,0.003681,0.000000,0.185839,0.542473
-2.670000,0.011295,0.000000,0.089492,0.132179,0.003793,0.000000,0.186733,0.543795
-2.660000,0.011600,0.000000,0.089758,0.132129,0.003907,0.000000,0.187629,0.545117
-2.650000,0.011912,0.000000,0.090023,0.132079,0.004025,0.000000,0.188528,0.546438
-2.640000,0.012232,0.000000,0.090288,0.132027,0.004145,0.000000,0.189430,0.547758
-2.630000,0.012558,0.000000,0.090553,0.131973,0.004269,0.000000,0.190334,0.549078
-2.620000,0.012892,0.000000,0.090817,0.131918,0.004396,0.000000,0.191241,0.550398
-2.610000,0.013234,0.000000,0.091081,0.131862,0.004527,0.000000,0.192150,0.551717
-2.600000,0.013583,0.000000,0.091345,0.131804,0.004661,0.000000,0.193062,0.553035
-2.590000,0.013940,0.000000,0.091609,0.131745,0.004799,0.000000,0.193977,0.554353
-2.580000,0.014305,0.000000,0.091873,0.131684,0.004940,0.000000,0.194895,0.555670
-2.570000,0.014678,0.000000,0.092136,0.131622,0.005085,0.000000,0.195815,0.556987
-2.560000,0.015060,0.000000,0.092399,0.131558,0.005234,0.000000,0.196737,0.558302
-2.550000,0.015449,0.000000,0.092662,0.131493,0.005386,0.000000,0.197663,0.559618
-2.540000,0.015848,0.000000,0.092924,0.131427,0.005543,0.000000,0.198590,0.560932
-2.530000,0.016254,0.000000,0.093186,0.131359,0.005703,0.000000,0.199521,0.562246
-2.520000,0.016670,0.000000,0.093448,0.131289,0.005868,0.000000,0.200454,0.563559
-2.510000,0.017095,0.000000,0.093709,0.131219,0.006037,0.000000,0.201390,0.564872
-2.500000,0.017528,0.000000,0.093971,0.131147,0.006210,0.000000,0.202328,0.566184
-2.490000,0.017971,0.000000,0.094231,0.131073,0.006387,0.000000,0.203269,0.567495
-2.480000,0.018423,0.000000,0.094492,0.130998,0.006569,0.000000,0.204213,0.568805
-2.470000,0.018885,0.000000,0.094752,0.130922,0.006756,0.000000,0.205159,0.570115
-2.460000,0.019356,0.000000,0.095012,0.130844,0.006947,0.000000,0.206108,0.571424
-2.450000,0.019837,0.000000,0.095272,0.130765,0.007143,0.000000,0.207059,0.572732
-2.440000,0.020328,0.000000,0.095531,0.130684,0.007344,0.000000,0.208013,0.574039
-2.430000,0.020829,0.000000,0.095790,0.130602,0.007549,0.000000,0.208970,0.575345
-2.420000,0.021341,0.000000,0.096048,0.130519,0.007760,0.000000,0.209929,0.576651
-2.410000,0.021862,0.000000,0.096306,0.130434,0.007976,0.000000,0.210891,0.577956
-2.400000,0.022395,0.000000,0.096564,0.130348,0.008198,0.000000,0.211855,0.579260
-2.390000,0.022937,0.000000,0.096821,0.130260,0.008424,0.000000,0.212822,0.580563
-2.380000,0.023491,0.000000,0.097078,0.130171,0.008656,0.000000,0.213792,0.581865
-2.370000,0.024056,0.000000,0.097335,0.130081,0.008894,0.000000,0.214764,0.583166
-2.360000,0.024631,0.000000,0.097591,0.129989,0.009137,0.000000,0.215739,0.584467
-2.350000,0.025218,0.000000,0.097846,0.129896,0.009387,0.000000,0.216716,0.585766
-2.340000,0.025817,0.000000,0.098102,0.129801,0.009642,0.000000,0.217695,0.587064
-2.330000,0.026426,0.000000,0.098357,0.129705,0.009903,0.000000,0.218678,0.588362
-2.320000,0.027048,0.000000,0.098611,0.129608,0.010170,0.000000,0.219663,0.589659
-2.310000,0.027682,0.000000,0.098865,0.129510,0.010444,0.000000,0.220650,0.590954
-2.300000,0.028327,0.000000,0.099118,0.129410,0.010724,0.000000,0.221640,0.592249
-2.290000,0.028985,0.000000,0.099372,0.129308,0.011011,0.000000,0.222632,0.593542
-2.280000,0.029655,0.000000,0.099624,0.129206,0.011304,0.000000,0.223627,0.594835
