0,0.058933,0.051946,0.050516,0.126629
1,0.053286,0.049217,0.047105,0.011399
2,0.053394,0.046200,0.044619,0.011387
3,0.047423,0.046026,0.043864,0.032673
4,0.045898,0.045112,0.042658,0.030535
5,0.044714,0.043148,0.041404,0.017419
6,0.039393,0.042147,0.040701,0.021342
7,0.039449,0.039332,0.040258,0.011290
8,0.050343,0.042101,0.042204,0.053695
9,0.052417,0.043001,0.043278,0.034140
10,0.052247,0.045393,0.044433,0.060521
11,0.051417,0.046970,0.044593,0.048072
12,0.050723,0.044993,0.043510,0.025129
13,0.051945,0.043488,0.043843,0.015780
14,0.045117,0.042637,0.045677,0.022005
15,0.050190,0.048615,0.050281,0.121487
16,0.057155,0.049871,0.053237,0.052847
17,0.061849,0.053628,0.056740,0.106492
18,0.063350,0.058158,0.059080,0.124405
19,0.060554,0.056456,0.058755,0.045783
20,0.060944,0.059875,0.060412,0.093947
21,0.053022,0.058530,0.060425,0.047930
22,0.055137,0.063096,0.061910,0.127924
23,0.066766,0.059902,0.060166,0.039290
24,0.058603,0.056983,0.060118,0.037053
25,0.059039,0.065660,0.062307,0.186746
26,0.055729,0.062308,0.058457,0.042503
27,0.043960,0.059565,0.054879,0.044877
28,0.039333,0.055522,0.050545,0.030340
29,0.033000,0.049479,0.046576,0.013381
30,0.034222,0.048023,0.044379,0.028363
31,0.033997,0.041410,0.041663,0.006458
32,0.040808,0.041761,0.042841,0.031920
33,0.042765,0.046213,0.044631,0.082068
34,0.034814,0.044901,0.043903,0.024598
35,0.038132,0.042760,0.043506,0.016763
36,0.034951,0.048243,0.044763,0.110867
37,0.041362,0.041975,0.042298,0.007248
38,0.042596,0.043013,0.043677,0.033397
39,0.043616,0.043266,0.044994,0.030826
40,0.049226,0.049231,0.047877,0.114662
41,0.051735,0.047432,0.047834,0.030225
42,0.053322,0.051444,0.049374,0.091872
43,0.048145,0.052279,0.048503,0.052544
44,0.048852,0.048516,0.046606,0.017992
45,0.045795,0.046917,0.045964,0.026678
46,0.043267,0.049337,0.046050,0.066315
47,0.039731,0.045603,0.044222,0.017359
48,0.044515,0.045856,0.044040,0.039586
49,0.035225,0.043301,0.043325,0.020090
50,0.038957,0.042995,0.044528,0.028910
51,0.043091,0.046409,0.046659,0.069733
52,0.045781,0.045807,0.047280,0.030729
53,0.049449,0.049919,0.048823,0.082529
54,0.049903,0.048740,0.048445,0.031363
55,0.046846,0.049766,0.048711,0.048820
56,0.050428,0.047898,0.048123,0.028533
57,0.048789,0.048054,0.048606,0.040195
58,0.050770,0.049388,0.049209,0.052791
59,0.043517,0.047362,0.049341,0.029323
60,0.052563,0.051849,0.051767,0.087066
61,0.049398,0.053814,0.051832,0.071006
62,0.051476,0.051022,0.049841,0.029973
63,0.051230,0.047996,0.048667,0.018245
64,0.050067,0.050208,0.049267,0.056805
65,0.049139,0.049674,0.048371,0.037574
66,0.049247,0.046721,0.047306,0.022697
67,0.046193,0.049152,0.048126,0.061954
68,0.045677,0.048703,0.047037,0.037160
69,0.047997,0.046942,0.045432,0.035235
70,0.038789,0.046888,0.044887,0.038303
71,0.036995,0.046200,0.044157,0.027938
72,0.038854,0.045736,0.043668,0.034909
73,0.036348,0.044646,0.043043,0.028564
74,0.032965,0.044945,0.043491,0.036437
75,0.029952,0.043735,0.043691,0.023165
76,0.033442,0.048427,0.045255,0.081675
77,0.033639,0.046497,0.043371,0.028956
78,0.033167,0.042678,0.041858,0.014067
79,0.036760,0.047809,0.043011,0.099808
80,0.037524,0.042444,0.040630,0.007828
81,0.038832,0.043764,0.041261,0.048005
82,0.038271,0.041364,0.041318,0.011999
83,0.039651,0.041897,0.043552,0.030931
84,0.033875,0.045866,0.047220,0.085269
85,0.042225,0.050030,0.049946,0.095808
86,0.049672,0.051219,0.050421,0.051778
87,0.045770,0.049408,0.050306,0.030199
88,0.045945,0.052223,0.051575,0.075444
89,0.048079,0.052782,0.051006,0.051840
90,0.044353,0.049262,0.048992,0.020957
91,0.045374,0.049450,0.049163,0.044747
92,0.055384,0.050109,0.049502,0.049863
93,0.050659,0.051192,0.049807,0.056408
94,0.055406,0.046761,0.048962,0.016213
95,0.058471,0.050332,0.052079,0.089456
