1,-137.826478,-490.145747,-31950.382351,-104.810598,-4.900000
2,-130.922810,-189.988633,-29754.509743,-103.894045,-4.800000
3,-125.840989,-120.183871,-27637.037134,-103.007492,-4.700000
4,-121.682493,-97.761096,-25597.964526,-102.150939,-4.600000
5,-118.104133,-91.118294,-23637.291918,-101.324386,-4.500000
6,-114.931858,-90.994668,-21755.019309,-100.527833,-4.400000
7,-112.063324,-93.891938,-19951.146701,-99.761280,-4.300000
8,-109.432505,-98.273429,-18225.674093,-99.024727,-4.200000
9,-106.993982,-103.394609,-16578.601484,-98.318174,-4.100000
10,-104.715016,-108.870270,-15009.928876,-97.641621,-4.000000
11,-102.571142,-114.492425,-13519.656268,-96.995068,-3.900000
12,-100.543557,-120.146099,-12107.783659,-96.378515,-3.800000
13,-98.617477,-125.767479,-10774.311051,-95.791962,-3.700000
14,-96.781062,-131.321890,-9519.238443,-95.235409,-3.600000
15,-95.024684,-136.791686,-8342.565834,-94.708856,-3.500000
16,-93.340412,-142.169329,-7244.293226,-94.212303,-3.400000
17,-91.721647,-147.453329,-6224.420618,-93.745749,-3.300000
18,-90.162851,-152.645802,-5282.948009,-93.309196,-3.200000
19,-88.659340,-157.750975,-4419.875401,-92.902643,-3.100000
20,-87.207137,-162.774263,-3635.202793,-92.526090,-3.000000
21,-85.802847,-167.721692,-2928.930184,-92.179537,-2.900000
22,-84.443567,-172.599539,-2301.057576,-91.862984,-2.800000
23,-83.126812,-177.414112,-1751.584968,-91.576431,-2.700000
24,-81.850456,-182.171616,-1280.512359,-91.319878,-2.600000
25,-80.612686,-186.878072,-887.839751,-91.093325,-2.500000
26,-79.411967,-191.539280,-573.567143,-90.896772,-2.400000
27,-78.247003,-196.160798,-337.694534,-90.730219,-2.300000
28,-77.116723,-200.747938,-180.221926,-90.593666,-2.200000
29,-76.020251,-205.305774,-101.149318,-90.487113,-2.100000
30,-74.956899,-209.839153,-100.476709,-90.410560,-2.000000
31,-73.926147,-214.352710,-178.204101,-90.364007,-1.900000
32,-72.927634,-218.850886,-334.331493,-90.347454,-1.800000
33,-71.961155,-223.337943,-568.858884,-90.360901,-1.700000
34,-71.026650,-227.817988,-881.786276,-90.404348,-1.600000
35,-70.124201,-232.294984,-1273.113668,-90.477795,-1.500000
36,-69.254034,-236.772772,-1742.841059,-90.581242,-1.400000
37,-68.416513,-241.255084,-2290.968451,-90.714689,-1.300000
38,-67.612143,-245.745566,-2917.495843,-90.878136,-1.200000
39,-66.841575,-250.247785,-3622.423234,-91.071583,-1.100000
40,-66.105606,-254.765249,-4405.750626,-91.295030,-1.000000
41,-65.405184,-259.301422,-5267.478018,-91.548477,-0.900000
42,-64.741419,-263.859735,-6207.605409,-91.831924,-0.800000
43,-64.115586,-268.443603,-7226.132801,-92.145371,-0.700000
44,-63.529140,-273.056436,-8323.060193,-92.488818,-0.600000
45,-62.983722,-277.701654,-9498.387584,-92.862264,-0.500000
46,-62.481178,-282.382698,-10752.114976,-93.265711,-0.400000
47,-62.023571,-287.103047,-12084.242368,-93.699158,-0.300000
48,-61.613199,-291.866228,-13494.769759,-94.162605,-0.200000
49,-61.252619,-296.675833,-14983.697151,-94.656052,-0.100000
50,-60.944665,-301.535531,-16551.024543,-95.179499,0.000000
51,-60.692482,-306.449083,-18196.751934,-95.732946,0.100000
52,-60.499550,-311.420358,-19920.879326,-96.316393,0.200000
53,-60.369723,-316.453351,-21723.406718,-96.929840,0.300000
54,-60.307268,-321.552197,-23604.334109,-97.573287,0.400000
55,-60.316910,-326.721192,-25563.661501,-98.246734,0.500000
56,-60.403888,-331.964812,-27601.388893,-98.950181,0.600000
57,-60.574009,-337.287736,-29717.516284,-99.683628,0.700000
58,-60.833725,-342.694867,-31912.043676,-100.447075,0.800000
59,-61.190208,-348.191362,-34184.971068,-101.240522,0.900000
60,-61.651443,-353.782656,-36536.298459,-102.063969,1.000000
61,-62.226340,-359.474495,-38966.025851,-102.917416,1.100000
62,-62.924853,-365.272973,-41474.153243,-103.800863,1.200000
63,-63.758131,-371.184567,-44060.680634,-104.714310,1.300000
64,-64.738690,-377.216186,-inf,-105.657757,1.400000
65,-65.880611,-383.375214,-inf,-106.631204,1.500000
66,-67.199782,-389.669572,-inf,-107.634651,1.600000
67,-68.714180,-396.107775,-inf,-108.668098,1.700000
68,-70.444210,-402.699011,-inf,-109.731545,1.800000
69,-72.413111,-409.453217,-nan(ind),-110.824992,1.900000
70,-74.647441,-416.381182,-nan(ind),-111.948439,2.000000
71,-77.177675,-423.494648,-nan(ind),-113.101886,2.100000
72,-80.038920,-430.806449,-nan(ind),-114.285332,2.200000
73,-83.271806,-438.330652,-nan(ind),-115.498779,2.300000
74,-86.923578,-446.082743,-nan(ind),-116.742226,2.400000
75,-91.049462,-454.079829,-nan(ind),-118.015673,2.500000
76,-95.714370,-462.340891,-nan(ind),-119.319120,2.600000
77,-100.995074,-470.887087,-nan(ind),-120.652567,2.700000
78,-106.982966,-479.742108,-nan(ind),-122.016014,2.800000
79,-113.787631,-488.932628,-nan(ind),-123.409461,2.900000
80,-121.541513,-498.488839,-nan(ind),-124.832908,3.000000
81,-130.406063,-508.445132,-nan(ind),-126.286355,3.100000
82,-140.579990,-518.840942,-nan(ind),-127.769802,3.200000
83,-152.310446,-529.721819,-nan(ind),-129.283249,3.300000
84,-165.908472,-541.140813,-nan(ind),-130.826696,3.400000
85,-181.770712,-553.160273,-nan(ind),-132.400143,3.500000
86,-200.410529,-565.854230,-nan(ind),-134.003590,3.600000
87,-222.503668,-579.311612,-nan(ind),-135.637037,3.700000
88,-248.956985,-593.640675,-nan(ind),-137.300484,3.800000
89,-281.015054,-608.975243,-nan(ind),-138.993931,3.900000
90,-320.431328,-625.483738,-nan(ind),-140.717378,4.000000
91,-369.754399,-643.382706,-nan(ind),-142.470825,4.100000
92,-432.830616,-662.957814,-nan(ind),-144.254272,4.200000
93,-515.740538,-684.598051,-nan(ind),-146.067719,4.300000
94,-628.677571,-708.854739,-nan(ind),-147.911166,4.400000
95,-790.092630,-736.551189,-nan(ind),-149.784613,4.500000
96,-1037.081274,-769.007729,-nan(ind),-151.688060,4.600000
97,-1456.601618,-808.572684,-nan(ind),-153.621507,4.700000
98,-inf,-860.177298,-nan(ind),-155.584954,4.800000
99,-nan(ind),-938.121431,-nan(ind),-157.578401,4.900000
1,-136.524806,-494.130865,-31991.076041,-102.847352,-4.900000
2,-129.772449,-190.919620,-29793.716414,-101.944660,-4.800000
3,-124.797095,-119.808460,-27674.756788,-101.071969,-4.700000
4,-120.722279,-96.632093,-25634.197162,-100.229277,-4.600000
5,-117.213235,-89.491855,-23672.037536,-99.416586,-4.500000
6,-114.100184,-89.013467,-21788.277910,-98.633894,-4.400000
7,-111.283293,-91.644751,-19982.918283,-97.881202,-4.300000
8,-108.698156,-95.819770,-18255.958657,-97.158511,-4.200000
9,-106.300468,-100.776585,-16607.399031,-96.465819,-4.100000
10,-104.058292,-106.118912,-15037.239405,-95.803128,-4.000000
11,-101.947763,-111.631346,-13545.479779,-95.170436,-3.900000
12,-99.950539,-117.193739,-12132.120152,-94.567744,-3.800000
13,-98.052198,-122.738548,-10797.160526,-93.995053,-3.700000
14,-96.241189,-128.228337,-9540.600900,-93.452361,-3.600000
15,-94.508120,-133.643365,-8362.441274,-92.939670,-3.500000
16,-92.845254,-138.974477,-7262.681648,-92.456978,-3.400000
17,-91.246154,-144.218911,-6241.322021,-92.004286,-3.300000
18,-89.705416,-149.377768,-5298.362395,-91.581595,-3.200000
19,-88.218472,-154.454456,-4433.802769,-91.188903,-3.100000
20,-86.781440,-159.453720,-3647.643143,-90.826212,-3.000000
21,-85.391008,-164.381033,-2939.883516,-90.493520,-2.900000
22,-84.044346,-169.242209,-2310.523890,-90.190828,-2.800000
23,-82.739028,-174.043172,-1759.564264,-89.918137,-2.700000
24,-81.472981,-178.789796,-1287.004638,-89.675445,-2.600000
25,-80.244437,-183.487825,-892.845012,-89.462754,-2.500000
26,-79.051897,-188.142820,-577.085385,-89.280062,-2.400000
27,-77.894100,-192.760131,-339.725759,-89.127371,-2.300000
28,-76.769999,-197.344893,-180.766133,-89.004679,-2.200000
29,-75.678743,-201.902025,-100.206507,-88.911987,-2.100000
30,-74.619659,-206.436237,-98.046881,-88.849296,-2.000000
31,-73.592242,-210.952047,-174.287254,-88.816604,-1.900000
32,-72.596143,-215.453789,-328.927628,-88.813913,-1.800000
33,-71.631162,-219.945637,-561.968002,-88.841221,-1.700000
34,-70.697243,-224.431612,-873.408376,-88.898529,-1.600000
35,-69.794470,-228.915608,-1263.248750,-88.985838,-1.500000
36,-68.923064,-233.401400,-1731.489123,-89.103146,-1.400000
37,-68.083385,-237.892666,-2278.129497,-89.250455,-1.300000
38,-67.275931,-242.392998,-2903.169871,-89.427763,-1.200000
39,-66.501339,-246.905921,-3606.610245,-89.635071,-1.100000
40,-65.760391,-251.434903,-4388.450618,-89.872380,-1.000000
41,-65.054021,-255.983371,-5248.690992,-90.139688,-0.900000
42,-64.383316,-260.554725,-6187.331366,-90.436997,-0.800000
43,-63.749528,-265.152353,-7204.371740,-90.764305,-0.700000
44,-63.154085,-269.779640,-8299.812114,-91.121613,-0.600000
45,-62.598597,-274.439984,-9473.652487,-91.508922,-0.500000
46,-62.084876,-279.136808,-10725.892861,-91.926230,-0.400000
47,-61.614945,-283.873575,-12056.533235,-92.373539,-0.300000
48,-61.191062,-288.653798,-13465.573609,-92.850847,-0.200000
49,-60.815735,-293.481057,-14953.013983,-93.358155,-0.100000
50,-60.491746,-298.359011,-16518.854356,-93.895464,0.000000
51,-60.222183,-303.291413,-18163.094730,-94.462772,0.100000
52,-60.010462,-308.282128,-19885.735104,-95.060081,0.200000
53,-59.860368,-313.335146,-21686.775478,-95.687389,0.300000
54,-59.776090,-318.454599,-23566.215852,-96.344698,0.400000
55,-59.762270,-323.644783,-25524.056225,-97.032006,0.500000
56,-59.824052,-328.910175,-27560.296599,-97.749314,0.600000
57,-59.967142,-334.255457,-29674.936973,-98.496623,0.700000
58,-60.197877,-339.685536,-31867.977347,-99.273931,0.800000
59,-60.523305,-345.205575,-34139.417720,-100.081240,0.900000
60,-60.951273,-350.821015,-36489.258094,-100.918548,1.000000
61,-61.490536,-356.537614,-38917.498468,-101.785856,1.100000
62,-62.150879,-362.361475,-41424.138842,-102.683165,1.200000
63,-62.943263,-368.299089,-44009.179216,-103.610473,1.300000
64,-63.879991,-374.357379,-46672.619589,-104.567782,1.400000
65,-64.974909,-380.543747,-inf,-105.555090,1.500000
66,-66.243641,-386.866131,-inf,-106.572398,1.600000
67,-67.703868,-393.333070,-inf,-107.619707,1.700000
68,-69.375661,-399.953774,-inf,-108.697015,1.800000
69,-71.281880,-406.738209,-nan(ind),-109.804324,1.900000
70,-73.448656,-413.697190,-nan(ind),-110.941632,2.000000
71,-75.905973,-420.842495,-nan(ind),-112.108940,2.100000
72,-78.688380,-428.186993,-nan(ind),-113.306249,2.200000
73,-81.835865,-435.744793,-nan(ind),-114.533557,2.300000
74,-85.394931,-443.531425,-nan(ind),-115.790866,2.400000
75,-89.419943,-451.564047,-nan(ind),-117.078174,2.500000
76,-93.974811,-459.861697,-nan(ind),-118.395482,2.600000
77,-99.135124,-468.445595,-nan(ind),-119.742791,2.700000
78,-104.990880,-477.339503,-nan(ind),-121.120099,2.800000
79,-111.650004,-486.570174,-nan(ind),-122.527408,2.900000
80,-119.242946,-496.167892,-nan(ind),-123.964716,3.000000
81,-127.928744,-506.167148,-nan(ind),-125.432024,3.100000
82,-137.903157,-516.607495,-nan(ind),-126.929333,3.200000
83,-149.409693,-527.534617,-nan(ind),-128.456641,3.300000
84,-162.754838,-539.001721,-nan(ind),-130.013950,3.400000
85,-178.329465,-551.071334,-nan(ind),-131.601258,3.500000
86,-196.639521,-563.817701,-nan(ind),-133.218567,3.600000
87,-218.351052,-577.330004,-nan(ind),-134.865875,3.700000
88,-244.357985,-591.716805,-nan(ind),-136.543183,3.800000
89,-275.887265,-607.112295,-nan(ind),-138.250492,3.900000
90,-314.667674,-623.685360,-nan(ind),-139.987800,4.000000
91,-363.212178,-641.653125,-nan(ind),-141.755109,4.100000
92,-425.313707,-661.302008,-nan(ind),-143.552417,4.200000
93,-506.968921,-683.021998,-nan(ind),-145.379725,4.300000
94,-618.231485,-707.365793,-nan(ind),-147.237034,4.400000
95,-777.301004,-735.158696,-nan(ind),-149.124342,4.500000
96,-1020.771037,-767.724103,-nan(ind),-151.041651,4.600000
97,-1434.430597,-807.415515,-nan(ind),-152.988959,4.700000
98,-inf,-859.174307,-nan(ind),-154.966267,4.800000
99,-nan(ind),-937.326506,-nan(ind),-156.973576,4.900000
1,-137.195802,-486.781859,-31935.546769,-102.210787,-4.900000
2,-130.314041,-187.129210,-29740.109074,-101.300191,-4.800000
3,-125.245705,-117.534224,-27623.071380,-100.419594,-4.700000
4,-121.096350,-95.228790,-25584.433685,-99.568998,-4.600000
5,-117.524340,-88.660840,-23624.195991,-98.748402,-4.500000
6,-114.356410,-88.588588,-21742.358296,-97.957806,-4.400000
7,-111.490677,-91.522740,-19938.920602,-97.197210,-4.300000
8,-108.861409,-95.931471,-18213.882907,-96.466614,-4.200000
9,-106.423390,-101.073123,-16567.245212,-95.766018,-4.100000
10,-104.144022,-106.564308,-14999.007518,-95.095422,-4.000000
11,-101.998947,-112.198250,-13509.169823,-94.454826,-3.900000
12,-99.969442,-117.860814,-12097.732129,-93.844230,-3.800000
13,-98.040783,-123.488790,-10764.694434,-93.263634,-3.700000
14,-96.201179,-129.047947,-9510.056740,-92.713038,-3.600000
15,-94.441037,-134.520974,-8333.819045,-92.192442,-3.500000
16,-92.752458,-139.900589,-7235.981351,-91.701846,-3.400000
