0.649900,0.009900,-nan(ind),-nan(ind)
0.659900,0.009900,-nan(ind),-nan(ind)
0.669900,0.009900,-nan(ind),-nan(ind)
0.679900,0.009900,-nan(ind),-nan(ind)
0.689900,0.009900,-nan(ind),-nan(ind)
0.699900,0.009900,-nan(ind),-nan(ind)
0.709900,0.009900,-nan(ind),-nan(ind)
0.719900,0.009900,-nan(ind),-nan(ind)
0.729900,0.009900,-nan(ind),-nan(ind)
0.739900,0.009900,-nan(ind),-nan(ind)
0.749900,0.009900,-nan(ind),-nan(ind)
0.759900,0.009900,-nan(ind),-nan(ind)
0.769900,0.009900,-nan(ind),-nan(ind)
0.779900,0.009900,-nan(ind),-nan(ind)
0.789900,0.009900,-nan(ind),-nan(ind)
0.799900,0.009900,-nan(ind),-nan(ind)
0.809900,0.009900,-nan(ind),-nan(ind)
0.819900,0.009900,-nan(ind),-nan(ind)
0.829900,0.009900,-nan(ind),-nan(ind)
0.839900,0.009900,-nan(ind),-nan(ind)
0.649900,0.019900,-12000.480282,40383.395975
0.659900,0.019900,-12533.578784,41286.149200
0.669900,0.019900,-12434.557483,41562.968249
0.679900,0.019900,-12938.534095,42518.718754
0.689900,0.019900,-13317.866544,43314.267563
0.699900,0.019900,-13161.939738,43593.178541
0.709900,0.019900,-13868.336874,44808.759290
0.719900,0.019900,-13601.732598,44967.848220
0.729900,0.019900,-14442.027996,46487.283339
0.739900,0.019900,-13753.046540,46115.958707
0.749900,0.019900,-14731.781342,47906.685823
0.759900,0.019900,-14607.481783,48430.910379
0.769900,0.019900,-nan(ind),-nan(ind)
0.779900,0.019900,-nan(ind),-nan(ind)
0.789900,0.019900,-nan(ind),-nan(ind)
0.799900,0.019900,-nan(ind),-nan(ind)
0.809900,0.019900,-nan(ind),-nan(ind)
0.819900,0.019900,-nan(ind),-nan(ind)
0.829900,0.019900,-nan(ind),-nan(ind)
0.839900,0.019900,-nan(ind),-nan(ind)
0.649900,0.029900,-4780.185929,23073.852438
0.659900,0.029900,-4909.825003,23405.984426
0.669900,0.029900,-5154.036411,23894.039272
0.679900,0.029900,-5304.413532,24246.039752
0.689900,0.029900,-5610.531265,24863.175985
0.699900,0.029900,-5290.999261,24639.314186
0.709900,0.029900,-5399.137381,24954.268641
0.719900,0.029900,-5148.413350,24942.589319
0.729900,0.029900,-5202.107822,25129.056198
0.739900,0.029900,-5539.491192,25786.189567
0.749900,0.029900,-5291.713020,25742.562906
0.759900,0.029900,-5258.213868,25847.587680
0.769900,0.029900,-5256.725529,26086.084329
0.779900,0.029900,-5460.445472,26441.265740
0.789900,0.029900,-5036.521183,25854.953133
0.799900,0.029900,-5076.006561,26342.709804
0.809900,0.029900,-5093.899690,26455.198309
0.819900,0.029900,-4687.502736,25695.121975
0.829900,0.029900,-4682.266055,25279.882244
0.839900,0.029900,-5222.827791,26283.332689
0.649900,0.039900,-1994.740999,15057.759054
0.659900,0.039900,-2422.510253,15711.178681
0.669900,0.039900,-2219.791918,15536.007265
0.679900,0.039900,-2075.893294,15473.536696
0.689900,0.039900,-2084.334254,15417.996114
0.699900,0.039900,-2200.125265,15780.309993
0.709900,0.039900,-2020.057330,15472.410196
0.719900,0.039900,-2059.075691,15613.354845
0.729900,0.039900,-2083.011595,15826.655743
0.739900,0.039900,-2117.347453,15744.619174
0.749900,0.039900,-1919.958836,15529.027369
0.759900,0.039900,-1820.408571,15337.540104
0.769900,0.039900,-1925.872220,15477.330803
0.779900,0.039900,-1537.295325,14527.182225
0.789900,0.039900,-1248.683835,13861.813340
0.799900,0.039900,-1696.360075,14714.830275
0.809900,0.039900,-1759.746442,14590.650729
0.819900,0.039900,-1998.679231,14888.452172
0.829900,0.039900,-1775.880296,13713.962947
0.839900,0.039900,-1836.151777,13535.424291
0.649900,0.049900,-851.045223,10795.234349
0.659900,0.049900,-796.781530,10741.149969
0.669900,0.049900,-707.480417,10617.306489
0.679900,0.049900,-764.001158,10693.470410
0.689900,0.049900,-812.259568,10851.128559
0.699900,0.049900,-686.760726,10562.735239
0.709900,0.049900,-697.360628,10647.611573
0.719900,0.049900,-659.260791,10591.567255
0.729900,0.049900,-529.078813,10184.878532
0.739900,0.049900,-604.281737,10328.900848
0.749900,0.049900,-467.762102,9908.754141
0.759900,0.049900,-598.259271,10246.953204
0.769900,0.049900,-575.201896,9839.460404
0.779900,0.049900,-541.201403,9552.935454
0.789900,0.049900,-385.170070,8924.879883
0.799900,0.049900,-574.114616,9120.140028
0.809900,0.049900,-577.840276,8938.373969
0.819900,0.049900,-567.807780,8305.048623
0.829900,0.049900,-784.157556,9129.963254
0.839900,0.049900,-940.359261,8402.545817
0.649900,0.059900,-207.100201,8042.396722
0.659900,0.059900,-130.162121,7858.455909
0.669900,0.059900,-90.838037,7803.601848
0.679900,0.059900,-241.134547,8147.989030
0.689900,0.059900,6.328941,7527.409097
0.699900,0.059900,24.720275,7288.162435
0.709900,0.059900,10.026814,7464.395674
0.719900,0.059900,-97.167409,7621.931374
0.729900,0.059900,-0.255731,7151.081255
0.739900,0.059900,4.475524,7140.360973
0.749900,0.059900,77.914922,6944.516920
0.759900,0.059900,-151.117605,7376.203512
0.769900,0.059900,-95.278193,6808.492078
0.779900,0.059900,-184.059703,7128.182460
0.789900,0.059900,-128.020568,6345.861725
0.799900,0.059900,-106.800965,6326.970811
0.809900,0.059900,-250.226507,6189.862258
0.819900,0.059900,-173.972396,5639.236318
0.829900,0.059900,-394.084133,6036.222953
0.839900,0.059900,-528.911864,5882.560046
0.649900,0.069900,144.066083,6223.912376
0.659900,0.069900,217.247274,6051.315999
0.669900,0.069900,262.584996,5887.561657
0.679900,0.069900,221.993946,5969.732686
0.689900,0.069900,308.013073,5693.644861
0.699900,0.069900,212.082378,5834.481999
0.709900,0.069900,233.508382,5690.921698
0.719900,0.069900,354.203929,5148.778921
0.729900,0.069900,350.704396,5243.254015
0.739900,0.069900,334.412050,4820.665158
0.749900,0.069900,255.306812,5004.339155
0.759900,0.069900,234.244054,4860.823084
0.769900,0.069900,121.800354,5273.459281
0.779900,0.069900,210.367211,4608.553261
0.789900,0.069900,34.125880,4607.959658
0.799900,0.069900,10.154740,4787.352144
0.809900,0.069900,1.464539,4192.588009
0.819900,0.069900,-69.302558,4277.038302
0.829900,0.069900,-252.332295,4286.029961
0.839900,0.069900,-372.720478,4231.701597
0.649900,0.079900,472.705379,4615.435659
0.659900,0.079900,357.111816,4830.293574
0.669900,0.079900,443.956747,4562.104727
0.679900,0.079900,463.465572,4417.667576
0.689900,0.079900,518.654280,4191.025140
0.699900,0.079900,441.102817,4316.426079
0.709900,0.079900,426.248909,4291.718956
0.719900,0.079900,403.797045,4052.283837
0.729900,0.079900,411.002424,3833.152835
