1,0.327373,0.002319
1,0.387726,0.001275
1,0.351613,0.001733
1,0.332450,0.002778
1,0.309402,0.003729
1,0.690195,0.000000
1,0.307588,0.004186
1,0.435039,0.000253
1,0.395084,0.001111
1,0.457763,0.000293
1,0.441879,0.000339
1,0.511515,0.000080
1,0.161008,0.008428
1,0.272623,0.005127
1,0.387600,0.001253
1,0.582424,0.000012
1,0.401307,0.000984
1,0.683455,0.000000
1,0.501595,0.000125
1,0.520192,0.000093
1,0.508502,0.000074
1,0.445055,0.000407
1,0.687238,0.000000
1,0.478223,0.000157
1,0.292302,0.003901
1,0.540501,0.000054
1,0.424283,0.000560
1,0.686884,0.000000
1,0.635151,0.000004
1,0.421213,0.000617
1,0.590920,0.000009
1,0.595786,0.000012
1,0.557799,0.000018
1,0.588825,0.000010
1,0.376905,0.001189
1,0.580375,0.000015
1,0.273951,0.005085
1,0.500991,0.000132
1,0.465880,0.000301
1,0.302949,0.004576
1,0.418943,0.000393
1,0.365827,0.001344
1,0.534423,0.000045
1,0.750735,0.000000
1,0.380854,0.000951
1,0.383741,0.001000
1,0.673959,0.000001
1,0.706197,0.000000
1,0.670230,0.000001
1,0.484054,0.000164
1,0.383917,0.001190
1,0.392373,0.001219
1,0.704360,0.000000
1,0.312843,0.003592
1,0.090618,0.003790
1,0.253837,0.006201
1,0.264369,0.004660
1,0.542087,0.000021
1,0.653292,0.000001
1,0.790716,0.000000
1,0.214686,0.008751
1,0.743829,0.000000
1,0.588904,0.000010
1,0.498865,0.000137
1,0.367335,0.001123
1,0.280016,0.004247
1,0.674863,0.000001
1,0.372109,0.001553
1,0.501888,0.000139
1,0.498614,0.000122
1,0.520879,0.000053
1,0.337452,0.001401
1,0.681329,0.000001
1,0.448873,0.000368
1,0.436975,0.000375
1,0.636064,0.000002
1,0.558381,0.000028
1,0.529445,0.000036
1,0.282727,0.005099
1,0.512768,0.000054
1,0.479757,0.000164
1,0.308998,0.002974
1,0.854097,0.000000
1,0.482364,0.000187
1,0.428752,0.000636
1,0.317316,0.003812
1,0.493833,0.000128
1,0.547563,0.000018
1,0.512172,0.000100
1,0.417603,0.000673
1,0.335735,0.002450
1,0.484241,0.000088
1,0.388326,0.001028
1,0.622646,0.000007
1,0.715275,0.000000
1,0.503845,0.000124
1,0.471453,0.000211
1,0.502711,0.000096
1,0.263226,0.003471
1,0.298617,0.004715
1,0.267754,0.006459
1,0.411121,0.000614
1,0.382511,0.000971
1,0.826405,0.000000
1,0.768673,0.000000
1,0.395488,0.001046
1,0.361911,0.001369
1,0.791618,0.000000
1,0.575177,0.000019
1,0.549374,0.000040
1,0.423933,0.000650
1,0.601786,0.000011
1,0.544503,0.000030
1,0.512973,0.000087
1,0.627254,0.000004
1,0.555684,0.000026
1,0.592945,0.000010
1,0.368924,0.001506
1,0.537071,0.000040
1,0.587911,0.000013
1,0.308882,0.003882
1,0.607632,0.000005
1,0.560036,0.000029
1,0.393003,0.000658
1,0.638916,0.000002
1,0.451992,0.000329
1,0.501745,0.000142
1,0.354776,0.001601
1,0.581026,0.000012
1,0.524210,0.000055
1,0.523649,0.000045
1,0.400277,0.000866
1,0.532923,0.000034
1,0.378647,0.001436
1,0.518444,0.000077
1,0.638559,0.000002
1,0.635713,0.000003
1,0.576473,0.000011
1,0.525113,0.000073
1,0.720022,0.000000
1,0.629860,0.000003
1,0.474800,0.000208
1,0.226500,0.008091
1,0.574301,0.000019
1,0.573902,0.000015
1,0.197510,0.007416
1,0.543777,0.000048
1,0.597611,0.000010
1,0.519727,0.000068
1,0.490761,0.000154
1,0.301007,0.003729
1,0.310574,0.003103
1,0.512774,0.000093
1,0.556687,0.000030
1,0.485572,0.000122
1,0.269280,0.005116
1,0.436710,0.000459
1,0.507204,0.000074
1,0.522498,0.000064
1,0.489811,0.000148
1,0.641358,0.000003
1,0.673417,0.000001
1,0.497986,0.000127
