0, -2.197208, -2.000000, -2.796626, -nan(ind)
1, -1.570669, -1.409659, -2.516937, -nan(ind)
2, -2.419637, -1.749764, -2.977999, -nan(ind)
3, -2.368409, -1.361412, -3.045396, -nan(ind)
4, -2.331815, -1.426201, -2.833338, -nan(ind)
5, -2.881058, -1.596755, -3.050214, -nan(ind)
6, -3.137834, -1.349816, -3.044325, -nan(ind)
7, -2.286251, -1.443320, -2.739408, -nan(ind)
8, -2.355134, -1.642656, -2.899409, -nan(ind)
9, -2.036984, -1.442040, -2.676256, -nan(ind)
10, -2.083433, -1.659319, -2.621782, -nan(ind)
11, -2.174455, -1.641840, -2.444745, -nan(ind)
12, -1.837280, -1.742193, -2.600984, -nan(ind)
13, -1.998498, -1.612014, -2.796620, -nan(ind)
14, -1.775595, -1.491787, -2.866445, -nan(ind)
15, -1.154843, -1.500524, -2.202295, -nan(ind)
16, -0.555551, -1.964281, -1.958587, -nan(ind)
17, -0.853340, -1.983924, -1.672635, -nan(ind)
18, -0.782725, -2.080958, -1.786490, -nan(ind)
19, -0.718976, -1.943613, -1.800865, -nan(ind)
20, -0.812369, -1.961300, -1.684280, -nan(ind)
21, -0.009017, -2.045558, -1.719144, -nan(ind)
22, 0.439385, -1.991355, -1.386415, -nan(ind)
23, 0.717015, -2.232559, -1.286875, -nan(ind)
24, 0.348281, -2.206859, -1.186681, -nan(ind)
25, 0.455156, -2.250437, -1.035176, -nan(ind)
26, 0.379335, -2.323113, -1.072227, -nan(ind)
27, 0.298939, -2.260817, -0.934512, -nan(ind)
28, -0.410291, -2.364130, -1.641004, -nan(ind)
29, -0.812470, -1.842627, -2.057920, -nan(ind)
30, -0.476948, -1.701435, -2.091252, -nan(ind)
31, -0.905014, -1.856301, -1.891712, -nan(ind)
32, 0.083414, -1.976047, -1.633605, -nan(ind)
33, 0.034937, -2.099235, -1.626024, -nan(ind)
34, 0.955002, -2.045214, -1.087500, -nan(ind)
35, 0.933443, -2.384669, -1.030194, -nan(ind)
36, 0.843167, -2.317280, -0.859445, -nan(ind)
37, 0.301169, -2.404903, -1.058170, -nan(ind)
38, 0.047416, -2.203763, -1.199412, -nan(ind)
39, -0.186319, -2.175207, -1.284021, -nan(ind)
40, -0.772320, -2.157017, -1.449645, -nan(ind)
41, -1.110637, -2.031894, -1.987531, -nan(ind)
42, -1.258915, -1.728028, -2.126651, -nan(ind)
43, -1.662955, -1.796100, -2.432627, -nan(ind)
44, -1.428436, -1.626411, -2.355902, -nan(ind)
45, -1.611632, -1.747807, -2.496047, -nan(ind)
46, -2.066316, -1.635949, -2.683423, -nan(ind)
47, -1.840681, -1.544247, -2.478196, -nan(ind)
48, -2.399767, -1.748545, -2.829305, -nan(ind)
49, -2.607974, -1.455998, -3.075301, -nan(ind)
50, -2.086240, -1.379877, -2.712632, -nan(ind)
51, -2.461552, -1.689722, -2.833745, -nan(ind)
52, -2.437097, -1.498821, -2.770905, -nan(ind)
53, -2.134195, -1.561032, -2.768700, -nan(ind)
54, -1.772814, -1.551038, -2.700418, -nan(ind)
55, -1.164625, -1.613418, -2.225827, -nan(ind)
56, -0.875307, -1.915029, -2.218282, -nan(ind)
57, -1.219211, -1.782167, -2.485280, -nan(ind)
58, -1.476349, -1.618701, -2.409586, -nan(ind)
59, -0.730134, -1.750100, -1.901662, -nan(ind)
60, -0.377225, -2.053884, -1.828158, -nan(ind)
61, 0.565797, -1.977499, -1.388427, -nan(ind)
62, 0.329221, -2.236631, -1.322181, -nan(ind)
63, 0.125875, -2.175005, -1.194652, -nan(ind)
64, -0.182784, -2.235143, -1.439487, -nan(ind)
65, 0.597205, -2.059130, -0.761956, -nan(ind)
66, 0.384893, -2.553174, -1.044497, -nan(ind)
67, 0.697976, -2.204542, -1.153111, -nan(ind)
68, -0.237042, -2.205663, -1.607838, -nan(ind)
69, -0.390604, -1.951054, -1.625686, -nan(ind)
70, -0.450699, -2.031258, -1.896659, -nan(ind)
71, -0.826510, -1.860945, -2.057931, -nan(ind)
72, -0.654353, -1.794084, -1.595298, -nan(ind)
73, -0.679600, -2.175687, -1.517108, -nan(ind)
74, -0.639935, -2.107186, -1.681821, -nan(ind)
75, -0.142849, -1.978072, -1.781394, -nan(ind)
76, -0.413771, -1.940776, -1.598013, -nan(ind)
77, -0.377994, -2.080349, -1.559838, -nan(ind)
78, -0.152178, -2.080645, -1.477243, -nan(ind)
79, 0.414335, -2.129466, -1.159621, -nan(ind)
80, -0.029074, -2.291039, -1.336785, -nan(ind)
81, -0.185886, -2.116905, -1.326670, -nan(ind)
82, 0.005231, -2.169091, -1.292179, -nan(ind)
83, 0.192135, -2.174580, -1.159963, -nan(ind)
84, 0.349291, -2.261877, -1.199284, -nan(ind)
85, 0.178954, -2.205562, -1.180987, -nan(ind)
86, 0.350792, -2.210472, -1.526713, -nan(ind)
87, 0.732344, -2.024668, -1.320609, -nan(ind)
88, 0.442289, -2.210584, -1.235306, -nan(ind)
89, 0.114612, -2.223249, -1.326130, -nan(ind)
90, 0.159853, -2.147478, -nan(ind), -nan(ind)
91, -0.373926, -2.312125, -nan(ind), -nan(ind)
92, -0.583329, -2.063356, -1.784589, -1.868826
93, -0.995443, -1.880268, -2.091410, -2.008900
94, -0.622432, -1.760704, -1.919157, -1.765157
95, 0.297606, -1.956585, -1.438910, -1.363209
96, 0.467626, -2.246593, -1.271042, -1.129871
97, 0.771356, -2.230249, -0.713913, -0.747864
98, 0.726466, -2.538109, -0.806996, -0.806996
