0,-1.486602
1,-0.955965
2,-0.640245
3,-0.318933
4,-0.634543
5,-0.460898
6,-0.808148
7,-0.586622
8,-0.517710
9,-0.130184
10,-0.792026
11,-0.470390
12,0.107593
13,-0.687524
14,-0.722074
15,-0.373096
16,-0.154300
17,0.337839
18,0.517510
19,0.471941
20,0.236914
21,0.447235
22,0.999026
23,1.156204
24,0.608717
25,0.483843
26,0.018888
27,-0.336481
28,-0.485857
29,-0.141858
30,-0.140306
31,-0.642195
32,-0.505898
33,-1.073560
34,-1.288313
35,-0.865705
36,-1.318417
37,-0.687433
38,-0.536333
39,-0.217814
40,-0.463337
41,-0.482773
42,-0.548208
43,-0.150821
44,0.554491
45,0.792687
46,1.022053
47,2.101124
48,2.215005
49,1.563805
50,0.871599
51,0.280062
52,0.124124
53,0.016089
54,-0.683481
55,-0.243941
56,-0.039884
57,-0.215175
58,0.252128
59,0.794674
60,0.199798
61,0.054652
62,-0.214801
63,0.228928
64,0.255609
65,0.663199
66,0.504418
67,1.525179
68,2.006684
69,2.430264
70,1.635550
71,0.508887
72,1.004397
73,0.498041
74,0.533234
75,0.750503
76,0.709321
77,0.539105
78,-0.073598
79,-0.560102
80,-1.466658
81,-1.238874
82,-1.045827
83,0.287990
84,0.377780
85,0.342630
86,-0.796556
87,-0.598436
88,-0.900096
89,-1.376040
90,-2.404989
91,-1.072796
92,-0.527157
93,-1.394691
94,-1.374727
95,-1.566646
96,-1.090968
97,-0.651239
98,-1.150803
