0, -2.582792, -2.000000, -2.627289, -2.676670
1, -2.569340, -1.322854, -2.714348, -2.705716
2, -2.506292, -1.312825, -2.621994, -2.584328
3, -2.503512, -1.374484, -2.388509, -2.394430
4, -2.532269, -1.445295, -2.324738, -2.323850
5, -2.223786, -1.442003, -2.020006, -2.219823
6, -2.406688, -1.548252, -2.365955, -2.497157
7, -2.600756, -1.353596, -2.595578, -2.667910
8, -2.615092, -1.343181, -2.652312, -2.695028
9, -2.758014, -1.333879, -2.629420, -2.728699
10, -2.952154, -1.347742, -2.748466, -2.864468
11, -2.846584, -1.301926, -2.847306, -3.045352
12, -3.352750, -1.286478, -3.416314, -3.425665
13, -3.371701, -1.085885, -3.333728, -3.273686
14, -3.306997, -1.199044, -3.157959, -3.022732
15, -2.917492, -1.246506, -2.685256, -2.594385
16, -2.430611, -1.406841, -2.306895, -2.280355
17, -2.280442, -1.500277, -2.227271, -2.133160
18, -2.144051, -1.457035, -1.858582, -1.839931
19, -2.041435, -1.581765, -1.773564, -1.731672
20, -2.003815, -1.572090, -1.628092, -1.572983
21, -1.535807, -1.612120, -1.533755, -1.413481
22, -1.190221, -1.627680, -1.005394, -1.048886
23, -1.274051, -1.813620, -1.094438, -1.130495
24, -1.412666, -1.690366, -1.151516, -1.181061
25, -1.546724, -1.694398, -1.211481, -1.207685
26, -1.304037, -1.687928, -1.113372, -1.161689
27, -1.403681, -1.723496, -1.312835, -1.233157
28, -1.266873, -1.626659, -1.092067, -0.970236
29, -0.866169, -1.744114, -0.700988, -0.611485
30, -0.622327, -1.891133, -0.481926, -0.466206
31, -0.680867, -1.892932, -0.297757, -0.420457
32, -1.291838, -1.927280, -0.671469, -0.694543
33, -1.183206, -1.751110, -0.639854, -0.741011
34, -1.382827, -1.825065, -1.054077, -1.011062
35, -1.254434, -1.684379, -0.954929, -0.869250
36, -0.819566, -1.764940, -0.704553, -0.652728
37, -0.861609, -1.847176, -0.652199, -0.531967
38, -0.511035, -1.827324, -0.360536, -0.199291
39, -0.554486, -1.947618, 0.112535, 0.155649
40, -0.508068, -2.069532, 0.309831, 0.197239
41, -0.677815, -2.076988, -0.012212, -0.087087
42, -0.859631, -1.925427, -0.310946, -0.260335
43, -0.606094, -1.856832, -0.075066, -0.141768
44, -0.822083, -1.999129, -0.489937, -0.303324
45, -0.214895, -1.796563, 0.463211, 0.331734
46, -0.138420, -2.180911, 0.148984, 0.094398
47, -0.531955, -1.972469, -0.004124, -0.025953
48, -0.535524, -1.968172, 0.000667, -0.069118
49, -0.728788, -1.973441, -0.087011, -0.243928
50, -0.850515, -1.938981, -0.595929, -0.575194
51, -0.813045, -1.760483, -0.390624, -0.472301
52, -1.023615, -1.918240, -0.700079, -0.659659
53, -1.043261, -1.758333, -0.529240, -0.544996
54, -1.084833, -1.886238, -0.506410, -0.549952
55, -1.124814, -1.862237, -0.700005, -0.652059
56, -1.014239, -1.777903, -0.498223, -0.562521
57, -1.219289, -1.883605, -0.641748, -0.683411
58, -1.388688, -1.810364, -0.656872, -0.789066
59, -1.370777, -1.813453, -1.043924, -1.097003
60, -1.497562, -1.675550, -1.138488, -1.159870
61, -1.587905, -1.675363, -1.178838, -1.182007
62, -1.541344, -1.687624, -1.345872, -1.188480
63, -1.418539, -1.640892, -1.063021, -0.838887
64, -0.777462, -1.769228, -0.372116, -0.302438
65, -0.837195, -1.969808, -0.184740, -0.184305
66, -0.820928, -1.963556, -0.102027, -0.188194
67, -0.944598, -1.961419, -0.264340, -0.385086
68, -1.407261, -1.888901, -0.589565, -0.657158
69, -1.376335, -1.780790, -0.811705, -0.813654
70, -1.061486, -1.731480, -0.913244, -0.831943
71, -1.073200, -1.742885, -0.649376, -0.601773
72, -0.732533, -1.858077, -0.543653, -0.467897
73, -0.674042, -1.863210, -0.279772, -0.277566
74, -0.727708, -1.953932, -0.231654, -0.260350
75, -0.850885, -1.924397, -0.394610, -0.326273
76, -0.561708, -1.863677, -0.207734, -0.125379
77, -0.292628, -1.964035, 0.058556, 0.081610
78, -0.293400, -2.019903, 0.079935, 0.127077
79, -0.208660, -2.002219, 0.271855, 0.251878
80, -0.219565, -2.078967, 0.141048, 0.217780
81, -0.122450, -1.973990, 0.294475, 0.426374
82, -0.141564, -2.094212, 0.898726, 0.786061
83, -0.126156, -2.304114, 0.565301, 0.537821
84, -0.345541, -2.068476, 0.421655, 0.456077
85, -0.122652, -2.058675, 0.528480, 0.522294
86, -0.259405, -2.116934, 0.461526, 0.482885
87, 0.025634, -2.067724, 0.506620, 0.535548
88, -0.277312, -2.111014, 0.361027, 0.651145
89, 0.153688, -2.066844, 1.113100, 1.081432
90, 0.037046, -2.326461, 0.867250, 1.000970
91, 0.295156, -2.151100, 1.271643, 1.282037
92, 0.436061, -2.344792, 1.299272, 1.251083
93, 0.381286, -2.286027, 1.111204, 1.078666
94, 0.418872, -2.222004, 0.905164, 0.980037
95, 0.373820, -2.151619, 1.244238, 1.180357
96, 0.476694, -2.327715, 0.900325, 0.963004
97, 0.511035, -2.130708, 0.871802, 1.036123
98, 0.528900, -2.183575, 1.486717, 1.486717
